origin_fips,dest_fips,n_returns,year_start,origin_abbr,dest_abbr
01,01,1581562,2012,AL,AL
01,13,9517,2012,AL,GA
01,12,7254,2012,AL,FL
01,48,4536,2012,AL,TX
01,47,4140,2012,AL,TN
01,28,2648,2012,AL,MS
01,37,1815,2012,AL,NC
01,06,1784,2012,AL,CA
01,22,1508,2012,AL,LA
01,51,1320,2012,AL,VA
01,45,1033,2012,AL,SC
01,39,951,2012,AL,OH
01,36,945,2012,AL,NY
01,08,893,2012,AL,CO
01,26,837,2012,AL,MI
01,17,802,2012,AL,IL
01,21,740,2012,AL,KY
01,29,648,2012,AL,MO
01,18,645,2012,AL,IN
01,53,624,2012,AL,WA
01,42,569,2012,AL,PA
01,24,544,2012,AL,MD
01,04,544,2012,AL,AZ
01,40,486,2012,AL,OK
01,05,462,2012,AL,AR
01,20,407,2012,AL,KS
01,34,285,2012,AL,NJ
01,55,276,2012,AL,WI
01,15,276,2012,AL,HI
01,32,273,2012,AL,NV
01,25,262,2012,AL,MA
01,27,241,2012,AL,MN
01,02,211,2012,AL,AK
01,19,201,2012,AL,IA
01,35,190,2012,AL,NM
01,41,182,2012,AL,OR
01,49,157,2012,AL,UT
01,09,146,2012,AL,CT
01,54,142,2012,AL,WV
01,31,138,2012,AL,NE
01,11,129,2012,AL,DC
01,30,109,2012,AL,MT
01,56,105,2012,AL,WY
01,16,89,2012,AL,ID
01,38,79,2012,AL,ND
01,33,78,2012,AL,NH
01,46,77,2012,AL,SD
01,23,75,2012,AL,ME
01,10,61,2012,AL,DE
01,44,49,2012,AL,RI
01,50,33,2012,AL,VT
02,02,257450,2012,AK,AK
02,53,2234,2012,AK,WA
02,48,1829,2012,AK,TX
02,06,1724,2012,AK,CA
02,12,1361,2012,AK,FL
02,41,1115,2012,AK,OR
02,04,927,2012,AK,AZ
02,08,779,2012,AK,CO
02,13,570,2012,AK,GA
02,32,558,2012,AK,NV
02,16,548,2012,AK,ID
02,37,540,2012,AK,NC
02,51,471,2012,AK,VA
02,15,470,2012,AK,HI
02,30,401,2012,AK,MT
02,36,383,2012,AK,NY
02,27,368,2012,AK,MN
02,26,363,2012,AK,MI
02,47,346,2012,AK,TN
02,49,343,2012,AK,UT
02,29,320,2012,AK,MO
02,39,279,2012,AK,OH
02,40,277,2012,AK,OK
02,17,259,2012,AK,IL
02,55,255,2012,AK,WI
02,35,255,2012,AK,NM
02,01,247,2012,AK,AL
02,42,246,2012,AK,PA
02,45,243,2012,AK,SC
02,20,198,2012,AK,KS
02,22,195,2012,AK,LA
02,24,191,2012,AK,MD
02,56,170,2012,AK,WY
02,38,169,2012,AK,ND
02,21,167,2012,AK,KY
02,25,156,2012,AK,MA
02,05,153,2012,AK,AR
02,18,141,2012,AK,IN
02,34,124,2012,AK,NJ
02,46,117,2012,AK,SD
02,28,116,2012,AK,MS
02,19,104,2012,AK,IA
02,31,101,2012,AK,NE
02,23,81,2012,AK,ME
02,09,69,2012,AK,CT
02,33,68,2012,AK,NH
02,54,52,2012,AK,WV
02,50,48,2012,AK,VT
02,11,31,2012,AK,DC
02,10,29,2012,AK,DE
02,44,24,2012,AK,RI
04,04,2137465,2012,AZ,AZ
04,06,17967,2012,AZ,CA
04,48,8427,2012,AZ,TX
04,08,5049,2012,AZ,CO
04,53,4736,2012,AZ,WA
04,12,4317,2012,AZ,FL
04,32,3475,2012,AZ,NV
04,35,3321,2012,AZ,NM
04,17,2963,2012,AZ,IL
04,41,2936,2012,AZ,OR
04,49,2388,2012,AZ,UT
04,26,2239,2012,AZ,MI
04,36,2208,2012,AZ,NY
04,39,1918,2012,AZ,OH
04,37,1781,2012,AZ,NC
04,13,1706,2012,AZ,GA
04,27,1702,2012,AZ,MN
04,51,1622,2012,AZ,VA
04,42,1531,2012,AZ,PA
04,29,1426,2012,AZ,MO
04,55,1413,2012,AZ,WI
04,16,1228,2012,AZ,ID
04,18,1193,2012,AZ,IN
04,47,1156,2012,AZ,TN
04,40,1101,2012,AZ,OK
04,19,982,2012,AZ,IA
04,20,909,2012,AZ,KS
04,25,865,2012,AZ,MA
04,15,839,2012,AZ,HI
04,24,809,2012,AZ,MD
04,30,789,2012,AZ,MT
04,34,779,2012,AZ,NJ
04,45,720,2012,AZ,SC
04,31,683,2012,AZ,NE
04,02,609,2012,AZ,AK
04,21,602,2012,AZ,KY
04,38,598,2012,AZ,ND
04,01,591,2012,AZ,AL
04,05,562,2012,AZ,AR
04,56,550,2012,AZ,WY
04,46,544,2012,AZ,SD
04,22,528,2012,AZ,LA
04,09,421,2012,AZ,CT
04,33,385,2012,AZ,NH
04,28,287,2012,AZ,MS
04,23,266,2012,AZ,ME
04,11,219,2012,AZ,DC
04,54,171,2012,AZ,WV
04,10,133,2012,AZ,DE
04,50,130,2012,AZ,VT
04,44,130,2012,AZ,RI
05,05,941087,2012,AR,AR
05,48,6831,2012,AR,TX
05,40,3139,2012,AR,OK
05,29,2768,2012,AR,MO
05,47,1983,2012,AR,TN
05,12,1809,2012,AR,FL
05,06,1605,2012,AR,CA
05,22,1328,2012,AR,LA
05,28,941,2012,AR,MS
05,13,935,2012,AR,GA
05,17,907,2012,AR,IL
05,08,743,2012,AR,CO
05,37,646,2012,AR,NC
05,20,633,2012,AR,KS
05,51,567,2012,AR,VA
05,01,548,2012,AR,AL
05,04,529,2012,AR,AZ
05,39,511,2012,AR,OH
05,53,450,2012,AR,WA
05,26,418,2012,AR,MI
05,18,417,2012,AR,IN
05,36,385,2012,AR,NY
05,21,365,2012,AR,KY
05,55,355,2012,AR,WI
05,45,345,2012,AR,SC
05,27,331,2012,AR,MN
05,42,328,2012,AR,PA
05,19,288,2012,AR,IA
05,32,252,2012,AR,NV
05,35,224,2012,AR,NM
05,41,219,2012,AR,OR
05,31,215,2012,AR,NE
05,34,200,2012,AR,NJ
05,24,180,2012,AR,MD
05,49,167,2012,AR,UT
05,25,160,2012,AR,MA
05,02,138,2012,AR,AK
05,38,126,2012,AR,ND
05,56,120,2012,AR,WY
05,15,113,2012,AR,HI
05,16,103,2012,AR,ID
05,54,84,2012,AR,WV
05,46,79,2012,AR,SD
05,30,78,2012,AR,MT
05,09,68,2012,AR,CT
05,11,49,2012,AR,DC
05,10,48,2012,AR,DE
05,23,45,2012,AR,ME
05,33,37,2012,AR,NH
05,44,28,2012,AR,RI
05,50,23,2012,AR,VT
06,06,13148643,2012,CA,CA
06,48,30771,2012,CA,TX
06,32,21362,2012,CA,NV
06,04,20473,2012,CA,AZ
06,53,18366,2012,CA,WA
06,41,13882,2012,CA,OR
06,12,13617,2012,CA,FL
06,36,13535,2012,CA,NY
06,08,10871,2012,CA,CO
06,17,8067,2012,CA,IL
06,51,7618,2012,CA,VA
06,13,7081,2012,CA,GA
06,37,6884,2012,CA,NC
06,15,6117,2012,CA,HI
06,49,5544,2012,CA,UT
06,25,5189,2012,CA,MA
06,42,4661,2012,CA,PA
06,26,4649,2012,CA,MI
06,39,4351,2012,CA,OH
06,16,4300,2012,CA,ID
06,34,3993,2012,CA,NJ
06,47,3965,2012,CA,TN
06,24,3944,2012,CA,MD
06,29,3720,2012,CA,MO
06,27,3154,2012,CA,MN
06,40,3083,2012,CA,OK
06,35,2971,2012,CA,NM
06,18,2711,2012,CA,IN
06,55,2476,2012,CA,WI
06,22,2473,2012,CA,LA
06,45,2245,2012,CA,SC
06,20,2181,2012,CA,KS
06,05,1920,2012,CA,AR
06,30,1914,2012,CA,MT
06,09,1907,2012,CA,CT
06,01,1742,2012,CA,AL
06,02,1688,2012,CA,AK
06,19,1625,2012,CA,IA
06,21,1599,2012,CA,KY
06,11,1533,2012,CA,DC
06,31,1380,2012,CA,NE
06,28,1206,2012,CA,MS
06,56,969,2012,CA,WY
06,38,928,2012,CA,ND
06,33,831,2012,CA,NH
06,46,809,2012,CA,SD
06,23,709,2012,CA,ME
06,44,676,2012,CA,RI
06,50,424,2012,CA,VT
06,10,416,2012,CA,DE
06,54,407,2012,CA,WV
08,08,1806505,2012,CO,CO
08,06,9317,2012,CO,CA
08,48,9285,2012,CO,TX
08,12,4888,2012,CO,FL
08,04,4714,2012,CO,AZ
08,53,2865,2012,CO,WA
08,35,2257,2012,CO,NM
08,17,2091,2012,CO,IL
08,36,2065,2012,CO,NY
08,56,2000,2012,CO,WY
08,51,1947,2012,CO,VA
08,13,1878,2012,CO,GA
08,37,1878,2012,CO,NC
08,49,1825,2012,CO,UT
08,41,1796,2012,CO,OR
08,20,1790,2012,CO,KS
08,32,1727,2012,CO,NV
08,31,1626,2012,CO,NE
08,29,1621,2012,CO,MO
08,26,1576,2012,CO,MI
08,40,1547,2012,CO,OK
08,39,1524,2012,CO,OH
08,27,1464,2012,CO,MN
08,42,1346,2012,CO,PA
08,47,1194,2012,CO,TN
08,55,1120,2012,CO,WI
08,30,1059,2012,CO,MT
08,25,1026,2012,CO,MA
08,19,961,2012,CO,IA
08,24,901,2012,CO,MD
08,16,863,2012,CO,ID
08,18,862,2012,CO,IN
08,15,854,2012,CO,HI
08,45,830,2012,CO,SC
08,22,749,2012,CO,LA
08,38,741,2012,CO,ND
08,02,697,2012,CO,AK
08,34,680,2012,CO,NJ
08,46,667,2012,CO,SD
08,01,616,2012,CO,AL
08,21,609,2012,CO,KY
08,05,585,2012,CO,AR
08,28,405,2012,CO,MS
08,09,393,2012,CO,CT
08,33,322,2012,CO,NH
08,11,274,2012,CO,DC
08,23,263,2012,CO,ME
08,50,196,2012,CO,VT
08,54,176,2012,CO,WV
08,44,122,2012,CO,RI
08,10,93,2012,CO,DE
09,09,1365345,2012,CT,CT
09,36,8354,2012,CT,NY
09,12,6906,2012,CT,FL
09,25,5114,2012,CT,MA
09,06,2786,2012,CT,CA
09,37,2057,2012,CT,NC
09,48,1978,2012,CT,TX
09,34,1905,2012,CT,NJ
09,42,1492,2012,CT,PA
09,51,1402,2012,CT,VA
09,44,1363,2012,CT,RI
09,13,1318,2012,CT,GA
09,45,1190,2012,CT,SC
09,24,886,2012,CT,MD
09,33,818,2012,CT,NH
09,17,805,2012,CT,IL
09,23,739,2012,CT,ME
09,04,662,2012,CT,AZ
09,08,626,2012,CT,CO
09,39,619,2012,CT,OH
09,53,597,2012,CT,WA
09,47,519,2012,CT,TN
09,26,498,2012,CT,MI
09,50,465,2012,CT,VT
09,11,307,2012,CT,DC
09,27,276,2012,CT,MN
09,18,260,2012,CT,IN
09,29,242,2012,CT,MO
09,41,241,2012,CT,OR
09,15,239,2012,CT,HI
09,32,225,2012,CT,NV
09,55,210,2012,CT,WI
09,21,192,2012,CT,KY
09,22,191,2012,CT,LA
09,10,177,2012,CT,DE
09,01,171,2012,CT,AL
09,49,168,2012,CT,UT
09,40,139,2012,CT,OK
09,20,133,2012,CT,KS
09,35,109,2012,CT,NM
09,19,104,2012,CT,IA
09,28,84,2012,CT,MS
09,31,81,2012,CT,NE
09,05,81,2012,CT,AR
09,02,71,2012,CT,AK
09,54,68,2012,CT,WV
09,16,68,2012,CT,ID
09,46,48,2012,CT,SD
09,30,48,2012,CT,MT
09,56,41,2012,CT,WY
09,38,40,2012,CT,ND
10,10,337313,2012,DE,DE
10,42,3299,2012,DE,PA
10,24,2416,2012,DE,MD
10,12,1312,2012,DE,FL
10,34,1059,2012,DE,NJ
10,51,734,2012,DE,VA
10,36,688,2012,DE,NY
10,48,598,2012,DE,TX
10,37,535,2012,DE,NC
10,06,476,2012,DE,CA
10,13,471,2012,DE,GA
10,45,240,2012,DE,SC
10,39,222,2012,DE,OH
10,17,183,2012,DE,IL
10,25,182,2012,DE,MA
10,47,146,2012,DE,TN
10,04,142,2012,DE,AZ
10,08,136,2012,DE,CO
10,53,126,2012,DE,WA
10,09,119,2012,DE,CT
10,26,107,2012,DE,MI
10,11,107,2012,DE,DC
10,54,93,2012,DE,WV
10,18,82,2012,DE,IN
10,29,78,2012,DE,MO
10,01,74,2012,DE,AL
10,22,69,2012,DE,LA
10,40,64,2012,DE,OK
10,32,64,2012,DE,NV
10,23,61,2012,DE,ME
10,27,60,2012,DE,MN
10,21,56,2012,DE,KY
10,55,52,2012,DE,WI
10,41,49,2012,DE,OR
10,15,45,2012,DE,HI
10,20,44,2012,DE,KS
10,05,44,2012,DE,AR
10,33,42,2012,DE,NH
10,49,39,2012,DE,UT
10,02,38,2012,DE,AK
10,28,36,2012,DE,MS
10,19,34,2012,DE,IA
10,35,33,2012,DE,NM
10,50,26,2012,DE,VT
10,44,21,2012,DE,RI
10,31,21,2012,DE,NE
10,46,19,2012,DE,SD
10,38,18,2012,DE,ND
10,30,18,2012,DE,MT
10,56,15,2012,DE,WY
10,16,11,2012,DE,ID
11,11,239899,2012,DC,DC
11,24,9702,2012,DC,MD
11,51,5394,2012,DC,VA
11,36,2149,2012,DC,NY
11,06,1959,2012,DC,CA
11,12,944,2012,DC,FL
11,48,829,2012,DC,TX
11,42,791,2012,DC,PA
11,37,728,2012,DC,NC
11,25,710,2012,DC,MA
11,17,610,2012,DC,IL
11,13,500,2012,DC,GA
11,34,445,2012,DC,NJ
11,08,366,2012,DC,CO
11,53,344,2012,DC,WA
11,39,304,2012,DC,OH
11,26,273,2012,DC,MI
11,09,261,2012,DC,CT
11,45,186,2012,DC,SC
11,41,183,2012,DC,OR
11,47,176,2012,DC,TN
11,27,164,2012,DC,MN
11,04,153,2012,DC,AZ
11,22,138,2012,DC,LA
11,55,136,2012,DC,WI
11,29,132,2012,DC,MO
11,18,127,2012,DC,IN
11,10,102,2012,DC,DE
11,32,89,2012,DC,NV
11,01,86,2012,DC,AL
11,15,85,2012,DC,HI
11,44,80,2012,DC,RI
11,21,78,2012,DC,KY
11,33,75,2012,DC,NH
11,54,74,2012,DC,WV
11,23,74,2012,DC,ME
11,35,62,2012,DC,NM
11,50,60,2012,DC,VT
11,49,57,2012,DC,UT
11,40,51,2012,DC,OK
11,19,50,2012,DC,IA
11,28,50,2012,DC,MS
11,20,49,2012,DC,KS
11,31,48,2012,DC,NE
11,02,34,2012,DC,AK
11,05,33,2012,DC,AR
11,30,32,2012,DC,MT
11,16,23,2012,DC,ID
11,56,20,2012,DC,WY
11,46,17,2012,DC,SD
11,38,11,2012,DC,ND
12,12,6941526,2012,FL,FL
12,48,30296,2012,FL,TX
12,13,24437,2012,FL,GA
12,36,22868,2012,FL,NY
12,06,16264,2012,FL,CA
12,37,15283,2012,FL,NC
12,51,10662,2012,FL,VA
12,39,9849,2012,FL,OH
12,42,9474,2012,FL,PA
12,47,9259,2012,FL,TN
12,34,9022,2012,FL,NJ
12,17,8256,2012,FL,IL
12,26,8196,2012,FL,MI
12,25,7746,2012,FL,MA
12,01,7249,2012,FL,AL
12,45,6739,2012,FL,SC
12,24,5987,2012,FL,MD
12,08,5807,2012,FL,CO
12,18,5265,2012,FL,IN
12,53,5013,2012,FL,WA
12,04,4264,2012,FL,AZ
12,09,4165,2012,FL,CT
12,21,4012,2012,FL,KY
12,22,3868,2012,FL,LA
12,29,3692,2012,FL,MO
12,32,3518,2012,FL,NV
12,55,3100,2012,FL,WI
12,27,2544,2012,FL,MN
12,28,2438,2012,FL,MS
12,40,2157,2012,FL,OK
12,33,1996,2012,FL,NH
12,05,1829,2012,FL,AR
12,23,1802,2012,FL,ME
12,20,1738,2012,FL,KS
12,41,1673,2012,FL,OR
12,56,1643,2012,FL,WY
12,54,1641,2012,FL,WV
12,15,1535,2012,FL,HI
12,44,1411,2012,FL,RI
12,19,1369,2012,FL,IA
12,46,1346,2012,FL,SD
12,35,1296,2012,FL,NM
12,49,1197,2012,FL,UT
12,02,1184,2012,FL,AK
12,11,1077,2012,FL,DC
12,10,981,2012,FL,DE
12,31,951,2012,FL,NE
12,50,739,2012,FL,VT
12,38,649,2012,FL,ND
12,16,608,2012,FL,ID
12,30,562,2012,FL,MT
13,13,3156705,2012,GA,GA
13,12,23810,2012,GA,FL
13,48,12735,2012,GA,TX
13,01,9437,2012,GA,AL
13,45,8402,2012,GA,SC
13,37,8284,2012,GA,NC
13,47,7751,2012,GA,TN
13,06,7175,2012,GA,CA
13,36,5609,2012,GA,NY
13,51,4877,2012,GA,VA
13,39,3084,2012,GA,OH
13,17,2996,2012,GA,IL
13,24,2611,2012,GA,MD
13,26,2571,2012,GA,MI
13,22,2529,2012,GA,LA
13,42,2482,2012,GA,PA
13,08,2350,2012,GA,CO
13,53,2027,2012,GA,WA
13,34,2002,2012,GA,NJ
13,21,1780,2012,GA,KY
13,28,1765,2012,GA,MS
13,04,1675,2012,GA,AZ
13,18,1663,2012,GA,IN
13,29,1549,2012,GA,MO
13,25,1410,2012,GA,MA
13,40,1103,2012,GA,OK
13,32,976,2012,GA,NV
13,20,943,2012,GA,KS
13,55,920,2012,GA,WI
13,27,894,2012,GA,MN
13,05,874,2012,GA,AR
13,09,819,2012,GA,CT
13,15,717,2012,GA,HI
13,41,644,2012,GA,OR
13,11,607,2012,GA,DC
13,49,559,2012,GA,UT
13,19,537,2012,GA,IA
13,54,497,2012,GA,WV
13,02,493,2012,GA,AK
13,35,448,2012,GA,NM
13,31,396,2012,GA,NE
13,10,309,2012,GA,DE
13,33,300,2012,GA,NH
13,38,283,2012,GA,ND
13,46,277,2012,GA,SD
13,16,264,2012,GA,ID
13,30,262,2012,GA,MT
13,23,253,2012,GA,ME
13,56,252,2012,GA,WY
13,44,237,2012,GA,RI
13,50,133,2012,GA,VT
15,15,522868,2012,HI,HI
15,06,5367,2012,HI,CA
15,48,2233,2012,HI,TX
15,53,2041,2012,HI,WA
15,12,1307,2012,HI,FL
15,32,1239,2012,HI,NV
15,51,1196,2012,HI,VA
15,08,927,2012,HI,CO
15,41,926,2012,HI,OR
15,04,882,2012,HI,AZ
15,37,780,2012,HI,NC
15,13,758,2012,HI,GA
15,36,724,2012,HI,NY
15,24,518,2012,HI,MD
15,17,467,2012,HI,IL
15,49,441,2012,HI,UT
15,39,389,2012,HI,OH
15,29,384,2012,HI,MO
15,42,375,2012,HI,PA
15,02,357,2012,HI,AK
15,47,355,2012,HI,TN
15,45,353,2012,HI,SC
15,26,307,2012,HI,MI
15,25,296,2012,HI,MA
15,40,295,2012,HI,OK
15,22,259,2012,HI,LA
15,01,250,2012,HI,AL
15,34,249,2012,HI,NJ
15,20,247,2012,HI,KS
15,18,232,2012,HI,IN
15,35,207,2012,HI,NM
15,21,198,2012,HI,KY
15,55,196,2012,HI,WI
15,27,196,2012,HI,MN
15,16,193,2012,HI,ID
15,09,160,2012,HI,CT
15,30,121,2012,HI,MT
15,31,115,2012,HI,NE
15,05,115,2012,HI,AR
15,19,114,2012,HI,IA
15,28,108,2012,HI,MS
15,33,86,2012,HI,NH
15,23,70,2012,HI,ME
15,54,69,2012,HI,WV
15,11,69,2012,HI,DC
15,44,68,2012,HI,RI
15,56,58,2012,HI,WY
15,38,52,2012,HI,ND
15,10,47,2012,HI,DE
15,46,38,2012,HI,SD
15,50,37,2012,HI,VT
16,16,520985,2012,ID,ID
16,53,4204,2012,ID,WA
16,06,2639,2012,ID,CA
16,49,2437,2012,ID,UT
16,41,2060,2012,ID,OR
16,04,1171,2012,ID,AZ
16,48,1115,2012,ID,TX
16,32,960,2012,ID,NV
16,30,942,2012,ID,MT
16,08,868,2012,ID,CO
16,56,579,2012,ID,WY
16,38,541,2012,ID,ND
16,12,539,2012,ID,FL
16,02,350,2012,ID,AK
16,37,263,2012,ID,NC
16,51,254,2012,ID,VA
16,36,239,2012,ID,NY
16,13,236,2012,ID,GA
16,17,229,2012,ID,IL
16,29,222,2012,ID,MO
16,15,207,2012,ID,HI
16,39,204,2012,ID,OH
16,35,194,2012,ID,NM
16,40,193,2012,ID,OK
16,26,191,2012,ID,MI
16,27,187,2012,ID,MN
16,42,178,2012,ID,PA
16,47,177,2012,ID,TN
16,55,157,2012,ID,WI
16,20,141,2012,ID,KS
16,31,133,2012,ID,NE
16,18,124,2012,ID,IN
16,46,121,2012,ID,SD
16,19,118,2012,ID,IA
16,24,114,2012,ID,MD
16,45,106,2012,ID,SC
16,25,100,2012,ID,MA
16,22,99,2012,ID,LA
16,21,97,2012,ID,KY
16,05,86,2012,ID,AR
16,01,77,2012,ID,AL
16,34,70,2012,ID,NJ
16,28,46,2012,ID,MS
16,33,41,2012,ID,NH
16,23,36,2012,ID,ME
16,09,34,2012,ID,CT
16,54,29,2012,ID,WV
16,50,26,2012,ID,VT
16,11,24,2012,ID,DC
16,10,15,2012,ID,DE
16,44,12,2012,ID,RI
17,17,4772443,2012,IL,IL
17,12,11759,2012,IL,FL
17,18,11584,2012,IL,IN
17,06,11140,2012,IL,CA
17,48,10993,2012,IL,TX
17,55,9515,2012,IL,WI
17,29,8561,2012,IL,MO
17,26,5657,2012,IL,MI
17,19,5168,2012,IL,IA
17,04,4695,2012,IL,AZ
17,36,4157,2012,IL,NY
17,13,4121,2012,IL,GA
17,08,3766,2012,IL,CO
17,39,3521,2012,IL,OH
17,47,3460,2012,IL,TN
17,37,3019,2012,IL,NC
17,27,2920,2012,IL,MN
17,51,2666,2012,IL,VA
17,53,2406,2012,IL,WA
17,21,2029,2012,IL,KY
17,42,1991,2012,IL,PA
17,32,1657,2012,IL,NV
17,34,1565,2012,IL,NJ
17,25,1556,2012,IL,MA
17,45,1338,2012,IL,SC
17,24,1287,2012,IL,MD
17,05,1189,2012,IL,AR
17,20,1115,2012,IL,KS
17,01,1064,2012,IL,AL
17,41,1030,2012,IL,OR
17,28,1010,2012,IL,MS
17,40,1003,2012,IL,OK
17,22,993,2012,IL,LA
17,31,741,2012,IL,NE
17,09,696,2012,IL,CT
17,11,639,2012,IL,DC
17,35,609,2012,IL,NM
17,49,576,2012,IL,UT
17,15,572,2012,IL,HI
17,38,367,2012,IL,ND
17,02,339,2012,IL,AK
17,46,325,2012,IL,SD
17,30,316,2012,IL,MT
17,16,282,2012,IL,ID
17,56,277,2012,IL,WY
17,54,261,2012,IL,WV
17,33,256,2012,IL,NH
17,44,202,2012,IL,RI
17,23,193,2012,IL,ME
17,10,183,2012,IL,DE
17,50,121,2012,IL,VT
18,18,2347759,2012,IN,IN
18,17,8896,2012,IN,IL
18,12,6662,2012,IN,FL
18,21,5208,2012,IN,KY
18,39,4740,2012,IN,OH
18,26,4276,2012,IN,MI
18,48,4061,2012,IN,TX
18,06,3036,2012,IN,CA
18,47,2261,2012,IN,TN
18,13,1906,2012,IN,GA
18,37,1708,2012,IN,NC
18,04,1549,2012,IN,AZ
18,08,1315,2012,IN,CO
18,29,1235,2012,IN,MO
18,51,1200,2012,IN,VA
18,36,1185,2012,IN,NY
18,55,1086,2012,IN,WI
18,45,1000,2012,IN,SC
18,42,993,2012,IN,PA
18,53,875,2012,IN,WA
18,01,721,2012,IN,AL
18,27,701,2012,IN,MN
18,24,576,2012,IN,MD
18,32,567,2012,IN,NV
18,19,554,2012,IN,IA
18,25,491,2012,IN,MA
18,40,482,2012,IN,OK
18,34,467,2012,IN,NJ
18,20,457,2012,IN,KS
18,41,438,2012,IN,OR
18,05,428,2012,IN,AR
18,22,424,2012,IN,LA
18,28,348,2012,IN,MS
18,49,258,2012,IN,UT
18,15,233,2012,IN,HI
18,09,226,2012,IN,CT
18,35,224,2012,IN,NM
18,54,220,2012,IN,WV
18,31,211,2012,IN,NE
18,02,178,2012,IN,AK
18,30,147,2012,IN,MT
18,46,142,2012,IN,SD
18,38,142,2012,IN,ND
18,16,142,2012,IN,ID
18,11,135,2012,IN,DC
18,56,132,2012,IN,WY
18,33,114,2012,IN,NH
18,23,95,2012,IN,ME
18,10,85,2012,IN,DE
18,44,58,2012,IN,RI
18,50,53,2012,IN,VT
19,19,1119331,2012,IA,IA
19,17,4123,2012,IA,IL
19,31,3111,2012,IA,NE
19,27,2577,2012,IA,MN
19,48,2114,2012,IA,TX
19,29,1814,2012,IA,MO
19,12,1688,2012,IA,FL
19,06,1533,2012,IA,CA
19,55,1454,2012,IA,WI
19,08,1363,2012,IA,CO
19,46,1190,2012,IA,SD
19,04,1181,2012,IA,AZ
19,20,738,2012,IA,KS
19,53,605,2012,IA,WA
19,37,586,2012,IA,NC
19,26,571,2012,IA,MI
19,18,567,2012,IA,IN
19,13,527,2012,IA,GA
19,39,508,2012,IA,OH
19,47,499,2012,IA,TN
19,36,441,2012,IA,NY
19,51,405,2012,IA,VA
19,40,384,2012,IA,OK
19,41,354,2012,IA,OR
19,42,344,2012,IA,PA
19,05,323,2012,IA,AR
19,38,256,2012,IA,ND
19,45,242,2012,IA,SC
19,21,239,2012,IA,KY
19,32,232,2012,IA,NV
19,24,209,2012,IA,MD
19,49,195,2012,IA,UT
19,25,189,2012,IA,MA
19,01,178,2012,IA,AL
19,22,177,2012,IA,LA
19,35,172,2012,IA,NM
19,28,148,2012,IA,MS
19,34,146,2012,IA,NJ
19,56,133,2012,IA,WY
19,30,133,2012,IA,MT
19,16,119,2012,IA,ID
19,15,105,2012,IA,HI
19,09,101,2012,IA,CT
19,02,85,2012,IA,AK
19,11,62,2012,IA,DC
19,23,52,2012,IA,ME
19,33,50,2012,IA,NH
19,54,42,2012,IA,WV
19,10,37,2012,IA,DE
19,50,30,2012,IA,VT
19,44,30,2012,IA,RI
20,20,1016593,2012,KS,KS
20,29,10270,2012,KS,MO
20,48,5042,2012,KS,TX
20,40,3139,2012,KS,OK
20,08,2543,2012,KS,CO
20,06,2241,2012,KS,CA
20,12,1985,2012,KS,FL
20,31,1311,2012,KS,NE
20,04,1122,2012,KS,AZ
20,17,1062,2012,KS,IL
20,13,1060,2012,KS,GA
20,53,934,2012,KS,WA
20,37,900,2012,KS,NC
20,19,832,2012,KS,IA
20,51,809,2012,KS,VA
20,05,737,2012,KS,AR
20,36,698,2012,KS,NY
20,47,663,2012,KS,TN
20,39,560,2012,KS,OH
20,27,559,2012,KS,MN
20,26,553,2012,KS,MI
20,18,494,2012,KS,IN
20,42,444,2012,KS,PA
20,22,392,2012,KS,LA
20,41,387,2012,KS,OR
20,21,386,2012,KS,KY
20,01,386,2012,KS,AL
20,45,381,2012,KS,SC
20,55,375,2012,KS,WI
20,32,374,2012,KS,NV
20,35,367,2012,KS,NM
20,24,318,2012,KS,MD
20,15,301,2012,KS,HI
20,46,275,2012,KS,SD
20,49,235,2012,KS,UT
20,25,234,2012,KS,MA
20,28,225,2012,KS,MS
20,34,201,2012,KS,NJ
20,02,201,2012,KS,AK
20,56,170,2012,KS,WY
20,16,164,2012,KS,ID
20,38,150,2012,KS,ND
20,30,150,2012,KS,MT
20,09,126,2012,KS,CT
20,54,81,2012,KS,WV
20,11,76,2012,KS,DC
20,33,69,2012,KS,NH
20,23,61,2012,KS,ME
20,44,41,2012,KS,RI
20,10,40,2012,KS,DE
20,50,23,2012,KS,VT
21,21,1454864,2012,KY,KY
21,39,6112,2012,KY,OH
21,47,5409,2012,KY,TN
21,18,5400,2012,KY,IN
21,12,4354,2012,KY,FL
21,48,2635,2012,KY,TX
21,13,1935,2012,KY,GA
21,06,1829,2012,KY,CA
21,17,1622,2012,KY,IL
21,37,1532,2012,KY,NC
21,51,1263,2012,KY,VA
21,26,1155,2012,KY,MI
21,45,942,2012,KY,SC
21,29,918,2012,KY,MO
21,01,915,2012,KY,AL
21,36,877,2012,KY,NY
21,08,748,2012,KY,CO
21,54,745,2012,KY,WV
21,42,718,2012,KY,PA
21,53,567,2012,KY,WA
21,04,548,2012,KY,AZ
21,24,475,2012,KY,MD
21,22,469,2012,KY,LA
21,55,390,2012,KY,WI
21,28,367,2012,KY,MS
21,40,363,2012,KY,OK
21,20,326,2012,KY,KS
21,05,324,2012,KY,AR
21,34,303,2012,KY,NJ
21,27,284,2012,KY,MN
21,25,281,2012,KY,MA
21,32,270,2012,KY,NV
21,19,239,2012,KY,IA
21,41,232,2012,KY,OR
21,15,229,2012,KY,HI
21,49,172,2012,KY,UT
