year,state_fips,state_abbr,employment,avg_weekly_wage,high_exposure,w_hat,post,shock
2014,56,WY,284394,894,0,1.0335260115606937,0,0
2015,56,WY,282667,891,0,0.9966442953020134,0,0
2016,56,WY,271813,865,0,0.9708193041526375,0,0
2017,56,WY,269586,890,0,1.0289017341040463,1,0
2018,56,WY,272171,924,0,1.0382022471910113,1,0
2019,56,WY,277114,959,0,1.0378787878787878,1,0
2020,56,WY,260977,981,0,1.0229405630865485,1,0
2021,56,WY,265714,1020,0,1.039755351681957,1,0
2022,56,WY,272234,1083,0,1.061764705882353,1,0
2023,56,WY,278739,1136,0,1.048938134810711,1,0
2024,56,WY,282194,1185,0,1.0431338028169015,1,0
